id,ts,ruuvi,aplicom,companyid,address,rssi,advdata,lat,lon,geom,temperature,accx,accy,accz,battvoltage,txpower,movcounter,measseqnum,calibrated_accx,calibrated_accy,calibrated_accz
19073559,2025-11-27 00:08:04.238+02,"",Aplicom A11 001,"",80E4DA7EC61B,-63,"",60.240828,23.55142,0101000020E61000003E5C72DC298D374005FBAF73D31E4E40,,,,,,,,,,,
19073560,2025-11-27 00:08:05.813+02,"",Aplicom A11 001,"",80E4DA7EC61B,-63,"",60.24095,23.550895,0101000020E6100000A9876874078D374050FC1873D71E4E40,,,,,,,,,,,
19073561,2025-11-27 00:08:07.425+02,"",Aplicom A11 001,"",80E4DA7EC61B,-65,"",60.241076,23.550374,0101000020E610000097917A4FE58C3740DDEC0F94DB1E4E40,,,,,,,,,,,
19073562,2025-11-27 00:08:09.033+02,"",Aplicom A11 001,"",80E4DA7EC61B,-68,"",60.241206,23.549854,0101000020E61000002593533BC38C3740ABCC94D6DF1E4E40,,,,,,,,,,,
19073563,2025-11-27 00:08:10.579+02,"",Aplicom A11 001,"",80E4DA7EC61B,-71,"",60.241383,23.549168,0101000020E61000007E022846968C3740BA675DA3E51E4E40,,,,,,,,,,,
19073564,2025-11-27 00:08:12.098+02,"",Aplicom A11 001,"",80E4DA7EC61B,-60,"",60.241522,23.548659,0101000020E6100000F4A78DEA748C3740DCA16131EA1E4E40,,,,,,,,,,,
19073565,2025-11-27 00:08:13.622+02,"",Aplicom A11 001,"",80E4DA7EC61B,-62,"",60.241661,23.548149,0101000020E6100000C9552C7E538C3740FDDB65BFEE1E4E40,,,,,,,,,,,
19073566,2025-11-27 00:08:15.181+02,"",Aplicom A11 001,"",80E4DA7EC61B,-62,"",60.241803,23.547641,0101000020E6100000E0F25833328C37408F899466F31E4E40,,,,,,,,,,,
19073567,2025-11-27 00:08:16.766+02,"",Aplicom A11 001,"",80E4DA7EC61B,-71,020106,60.241945,23.547133,0101000020E6100000F78F85E8108C37402237C30DF81E4E40,,,,,,,,,,,
19073568,2025-11-27 00:08:18.295+02,"",Aplicom A11 001,"",80E4DA7EC61B,-68,"",60.242088,23.546624,0101000020E61000006E35EB8CEF8B3740856055BDFC1E4E40,,,,,,,,,,,
19073569,2025-11-27 00:08:20.486+02,"",Aplicom A11 001,"",80E4DA7EC61B,-67,"",60.242231,23.546115,0101000020E6100000E4DA5031CE8B3740E789E76C011F4E40,,,,,,,,,,,
19073570,2025-11-27 00:08:22.213+02,"",Aplicom A11 001,"",80E4DA7EC61B,-65,"",60.242464,23.545266,0101000020E6100000E99E758D968B37408A3A730F091F4E40,,,,,,,,,,,
19073571,2025-11-27 00:08:23.844+02,"",Aplicom A11 001,"",80E4DA7EC61B,-75,"",60.242599,23.544752,0101000020E61000003B6EF8DD748B37406A85E97B0D1F4E40,,,,,,,,,,,
19073572,2025-11-27 00:08:25.441+02,"",Aplicom A11 001,"",80E4DA7EC61B,-69,"",60.242771,23.544059,0101000020E61000002F185C73478B374067B5C01E131F4E40,,,,,,,,,,,
19073574,2025-11-27 00:08:27.189+02,"",Aplicom A11 001,"",80E4DA7EC61B,-76,"",60.2429,23.543536,0101000020E6100000DB32E02C258B37406519E258171F4E40,,,,,,,,,,,
19073576,2025-11-27 00:08:28.842+02,"",Aplicom A11 001,"",80E4DA7EC61B,-70,"",60.243025,23.543008,0101000020E610000064778192028B3740228E75711B1F4E40,,,,,,,,,,,
19073577,2025-11-27 00:08:30.426+02,"",Aplicom A11 001,"",80E4DA7EC61B,-62,"",60.24315,23.542476,0101000020E61000006ADD06B5DF8A3740DE02098A1F1F4E40,,,,,,,,,,,
19073578,2025-11-27 00:08:32.007+02,"",Aplicom A11 001,"",80E4DA7EC61B,-77,"",60.243308,23.54177,0101000020E610000034F44F70B18A3740766D6FB7241F4E40,,,,,,,,,,,
19073579,2025-11-27 00:08:33.562+02,"",Aplicom A11 001,"",80E4DA7EC61B,-62,"",60.243422,23.541241,0101000020E61000001C412AC58E8A37403F90BC73281F4E40,,,,,,,,,,,
19073580,2025-11-27 00:08:35.106+02,"",Aplicom A11 001,"",80E4DA7EC61B,-81,"",60.243531,23.540707,0101000020E6100000E1B721C66B8A3740F54718062C1F4E40,,,,,,,,,,,
19073581,2025-11-27 00:08:36.63+02,"",Aplicom A11 001,"",80E4DA7EC61B,-67,"",60.243634,23.540166,0101000020E61000004069A851488A3740CA181F662F1F4E40,,,,,,,,,,,
19073582,2025-11-27 00:08:38.179+02,"",Aplicom A11 001,"",80E4DA7EC61B,-72,"",60.243733,23.539615,0101000020E6100000596E6935248A37405DFA97A4321F4E40,,,,,,,,,,,
19073583,2025-11-27 00:08:41.43+02,"",Aplicom A11 001,"",80E4DA7EC61B,-76,"",60.24392,23.538503,0101000020E610000042CC2555DB893740906B43C5381F4E40,,,,,,,,,,,
19073584,2025-11-27 00:08:43.215+02,"",Aplicom A11 001,"",80E4DA7EC61B,-69,"",60.244035,23.537761,0101000020E6100000731074B4AA893740280AF4893C1F4E40,,,,,,,,,,,
19073585,2025-11-27 00:08:44.844+02,"",Aplicom A11 001,"",80E4DA7EC61B,-59,"",60.244114,23.537202,0101000020E61000008658FD1186893740753FA7203F1F4E40,,,,,,,,,,,
19073586,2025-11-27 00:08:46.44+02,"",Aplicom A11 001,"",80E4DA7EC61B,-64,"",60.244191,23.536642,0101000020E6100000F8A8BF5E61893740207D93A6411F4E40,,,,,,,,,,,
19073587,2025-11-27 00:08:48.03+02,"",Aplicom A11 001,"",80E4DA7EC61B,-61,"",60.244289,23.535892,0101000020E61000002330D63730893740E3E2A8DC441F4E40,,,,,,,,,,,
19073588,2025-11-27 00:08:49.743+02,"",Aplicom A11 001,"",80E4DA7EC61B,-68,"",60.244354,23.535324,0101000020E61000008FC360FE0A893740CA52EBFD461F4E40,,,,,,,,,,,
19073589,2025-11-27 00:08:51.293+02,"",Aplicom A11 001,"",80E4DA7EC61B,-75,"",60.244413,23.534756,0101000020E6100000FC56EBC4E5883740CFDBD8EC481F4E40,,,,,,,,,,,
19073590,2025-11-27 00:08:52.853+02,"",Aplicom A11 001,"",80E4DA7EC61B,-61,"",60.24447,23.534187,0101000020E6100000C7F2AE7AC0883740336DFFCA4A1F4E40,,,,,,,,,,,
19073591,2025-11-27 00:08:54.414+02,"",Aplicom A11 001,"",80E4DA7EC61B,-68,"",60.24454,23.533425,0101000020E61000006ADE718A8E8837402C4833164D1F4E40,,,,,,,,,,,
19073592,2025-11-27 00:08:55.961+02,"",Aplicom A11 001,"",80E4DA7EC61B,-66,"",60.244594,23.532854,0101000020E6100000F48AA71E698837401F662FDB4E1F4E40,,,,,,,,,,,
19073593,2025-11-27 00:08:57.483+02,"",Aplicom A11 001,"",80E4DA7EC61B,-69,"",60.244648,23.532282,0101000020E6100000DD3F16A24388374012842BA0501F4E40,,,,,,,,,,,
19073594,2025-11-27 00:08:59.035+02,"",Aplicom A11 001,"",80E4DA7EC61B,-67,"",60.244701,23.531709,0101000020E610000026FDBD141E8837403526C45C521F4E40,,,,,,,,,,,
19073595,2025-11-27 00:09:00.58+02,"",Aplicom A11 001,"",80E4DA7EC61B,-80,"",60.244754,23.531138,0101000020E6100000B0A9F3A8F887374058C85C19541F4E40,,,,,,,,,,,
19073596,2025-11-27 00:09:02.104+02,"",Aplicom A11 001,"",80E4DA7EC61B,-76,"",60.244809,23.530566,0101000020E61000009A5E622CD38737401B62BCE6551F4E40,,,,,,,,,,,
19073597,2025-11-27 00:09:04.033+02,"",Aplicom A11 001,"",80E4DA7EC61B,-67,"",60.244865,23.529996,0101000020E6100000C5025FD1AD873740AF777FBC571F4E40,,,,,,,,,,,
19073598,2025-11-27 00:09:05.618+02,"",Aplicom A11 001,"",80E4DA7EC61B,-77,"",60.244943,23.529237,0101000020E610000049D576137C8737402B31CF4A5A1F4E40,,,,,,,,,,,
19073599,2025-11-27 00:09:07.243+02,"",Aplicom A11 001,"",80E4DA7EC61B,-74,"",60.245004,23.528666,0101000020E6100000D481ACA756873740D1B1834A5C1F4E40,,,,,,,,,,,
19073600,2025-11-27 00:09:08.811+02,"",Aplicom A11 001,"",80E4DA7EC61B,-61,"",60.245071,23.528098,0101000020E61000004015376E3187374059198D7C5E1F4E40,,,,,,,,,,,
19073601,2025-11-27 00:09:10.351+02,"",Aplicom A11 001,"",80E4DA7EC61B,-61,"",60.24514,23.527529,0101000020E61000000CB1FA230C87374081785DBF601F4E40,,,,,,,,,,,
19073603,2025-11-27 00:09:11.874+02,"",Aplicom A11 001,"",80E4DA7EC61B,-69,"",60.245212,23.526962,0101000020E6100000193C4CFBE68637401B4B581B631F4E40,,,,,,,,,,,
19073605,2025-11-27 00:09:13.445+02,"",Aplicom A11 001,"",80E4DA7EC61B,-77,"",60.245293,23.5264,0101000020E6100000499D8026C28637400778D2C2651F4E40,,,,,,,,,,,
19073606,2025-11-27 00:09:15.055+02,"",Aplicom A11 001,"",80E4DA7EC61B,-74,"",60.245406,23.525655,0101000020E610000098FA795391863740001FBC76691F4E40,,,,,,,,,,,
19073607,2025-11-27 00:09:16.625+02,"",Aplicom A11 001,"",80E4DA7EC61B,-63,"",60.245493,23.525096,0101000020E6100000AB4203B16C863740CF328B506C1F4E40,,,,,,,,,,,
19073608,2025-11-27 00:09:18.246+02,"",Aplicom A11 001,"",80E4DA7EC61B,-64,"",60.245581,23.52454,0101000020E61000009F71E140488637406EC2BD326F1F4E40,,,,,,,,,,,
19073609,2025-11-27 00:09:20.636+02,"",Aplicom A11 001,"",80E4DA7EC61B,-70,"",60.24567,23.523987,0101000020E61000007787140324863740DDCD531D721F4E40,,,,,,,,,,,
19073610,2025-11-27 00:09:22.214+02,"",Aplicom A11 001,"",80E4DA7EC61B,-65,"",60.24582,23.523063,0101000020E610000066BFEE74E7853740F3599E07771F4E40,,,,,,,,,,,
19073611,2025-11-27 00:09:23.824+02,"",Aplicom A11 001,"",80E4DA7EC61B,-75,"",60.245912,23.522508,0101000020E6100000FBE59315C3853740D3D85E0B7A1F4E40,,,,,,,,,,,
19073612,2025-11-27 00:09:25.571+02,"",Aplicom A11 001,"",80E4DA7EC61B,-61,"",60.246032,23.521765,0101000020E61000008B321B64928537407EE200FA7D1F4E40,,,,,,,,,,,
19073613,2025-11-27 00:09:27.096+02,"",Aplicom A11 001,"",80E4DA7EC61B,-60,"",60.246119,23.521208,0101000020E6100000E06932E36D8537404DF6CFD3801F4E40,,,,,,,,,,,
19073614,2025-11-27 00:09:28.633+02,"",Aplicom A11 001,"",80E4DA7EC61B,-58,"",60.246203,23.520648,0101000020E610000052BAF42F49853740AB967494831F4E40,,,,,,,,,,,
19073615,2025-11-27 00:09:30.184+02,"",Aplicom A11 001,"",80E4DA7EC61B,-61,"",60.246283,23.520088,0101000020E6100000C40AB77C24853740C7478B33861F4E40,,,,,,,,,,,
19073616,2025-11-27 00:09:31.718+02,"",Aplicom A11 001,"",80E4DA7EC61B,-83,020106,60.246355,23.519524,0101000020E6100000B37C5D86FF843740611A868F881F4E40,,,,,,,,,,,
19073617,2025-11-27 00:09:33.485+02,"",Aplicom A11 001,"",80E4DA7EC61B,-74,"",60.246421,23.518956,0101000020E61000001F10E84CDA84374018062CB98A1F4E40,,,,,,,,,,,
19073618,2025-11-27 00:09:35.039+02,"",Aplicom A11 001,"",80E4DA7EC61B,-64,"",60.246503,23.518197,0101000020E6100000A4E2FF8EA8843740D5AE09698D1F4E40,,,,,,,,,,,
19073619,2025-11-27 00:09:36.604+02,"",Aplicom A11 001,"",80E4DA7EC61B,-63,"",60.246559,23.517625,0101000020E61000008D976E128384374069C4CC3E8F1F4E40,,,,,,,,,,,
19073620,2025-11-27 00:09:38.42+02,"",Aplicom A11 001,"",80E4DA7EC61B,-52,"",60.246609,23.51705,0101000020E6100000956588635D8437401BF33AE2901F4E40,,,,,,,,,,,
19073622,2025-11-27 00:09:40.042+02,"",Aplicom A11 001,"",80E4DA7EC61B,-53,"",60.246666,23.51628,0101000020E6100000319413ED2A8437407F8461C0921F4E40,,,,,,,,,,,
19074103,2025-11-27 00:11:01.214+02,"",Aplicom A11 001,"",80E4DA7EC61B,-65,"",60.248152,23.485509,0101000020E6100000E6E95C514A7C3740EF37DA71C31F4E40,,,,,,,,,,,
19074104,2025-11-27 00:11:03.071+02,"",Aplicom A11 001,"",80E4DA7EC61B,-60,"",60.248326,23.484845,0101000020E61000000EA14ACD1E7C37408D5F7825C91F4E40,,,,,,,,,,,
19074105,2025-11-27 00:11:04.956+02,"",Aplicom A11 001,"",80E4DA7EC61B,-80,"",60.248508,23.484198,0101000020E6100000E2C96E66F47B3740AE65321CCF1F4E40,,,,,,,,,,,
19074106,2025-11-27 00:11:06.823+02,"",Aplicom A11 001,"",80E4DA7EC61B,-62,"",60.248651,23.48372,0101000020E6100000CF6BEC12D57B3740118FC4CBD31F4E40,,,,,,,,,,,
19074107,2025-11-27 00:11:08.722+02,"",Aplicom A11 001,"",80E4DA7EC61B,-55,"",60.248744,23.483401,0101000020E61000008CDAFD2AC07B3740C289E8D7D61F4E40,,,,,,,,,,,
19074108,2025-11-27 00:11:10.589+02,"",Aplicom A11 001,"",80E4DA7EC61B,-54,"",60.249034,23.482446,0101000020E61000000516C094817B3740C9CB9A58E01F4E40,,,,,,,,,,,
19074109,2025-11-27 00:11:12.439+02,"",Aplicom A11 001,"",80E4DA7EC61B,-61,"",60.249183,23.481973,0101000020E6100000158E2095627B37400EDC813AE51F4E40,,,,,,,,,,,
19074110,2025-11-27 00:11:14.306+02,"",Aplicom A11 001,"",80E4DA7EC61B,-62,"",60.249387,23.481351,0101000020E61000009BE5B2D1397B37401686C8E9EB1F4E40,,,,,,,,,,,
19074111,2025-11-27 00:11:16.816+02,"",Aplicom A11 001,"",80E4DA7EC61B,-59,020106,60.249595,23.480737,0101000020E610000027FA7C94117B3740601F9DBAF21F4E40,,,,,,,,,,,
19074112,2025-11-27 00:11:18.672+02,"",Aplicom A11 001,"",80E4DA7EC61B,-55,"",60.249858,23.479975,0101000020E6100000C9E53FA4DF7A37406E52D158FB1F4E40,,,,,,,,,,,
19074114,2025-11-27 00:11:20.555+02,"",Aplicom A11 001,"",80E4DA7EC61B,-53,"",60.250072,23.479376,0101000020E6100000BF7CB262B87A37409AD2FA5B02204E40,,,,,,,,,,,
19074115,2025-11-27 00:11:22.427+02,"",Aplicom A11 001,"",80E4DA7EC61B,-58,"",60.250232,23.478934,0101000020E610000045F12A6B9B7A3740D234289A07204E40,,,,,,,,,,,
19074116,2025-11-27 00:11:24.889+02,"",Aplicom A11 001,"",80E4DA7EC61B,-74,"",60.250443,23.478359,0101000020E61000004DBF44BC757A37408D4127840E204E40,,,,,,,,,,,
19074117,2025-11-27 00:11:27.21+02,"",Aplicom A11 001,"",80E4DA7EC61B,-80,020106,60.250757,23.477536,0101000020E6100000A4A99ECC3F7A37401D1F2DCE18204E40,,,,,,,,,,,
